customer_id,account_balance,transaction_amount,reported_amount,currency,country,transaction_date,risk_score,Account_type
6599775585,141145.85,8669.91,8669.91,AUD,AU,3/14/2022,6,VL
4570613406,785092.58,6009.6,6009.6,AUD,AU,12/28/2021,6,VL
9436762580,728972.99,8599.73,8599.73,AUD,TV,10/14/2020,6,CU
2493139502,783657.25,7882.23,7882.23,AUD,CC,3/25/2021,4,HL
8808298382,564316.41,6152.51,6152.51,AUD,KI,9/23/2021,6,OD
2536418239,405913.64,5847.17,5847.17,AUD,HM,4/5/2021,8,OD
7514757226,161463.35,6666.51,6666.51,AUD,CC,12/12/2021,6,OD
7824526682,328575.84,7487.48,7487.48,AUD,NR,5/10/2022,7,HL
2684027283,891167.81,6057.15,6057.15,AUD,CC,10/4/2021,7,CU
2779011435,215384.03,6538.02,6538.02,AUD,CX,3/17/2020,5,VL
5424113438,320612.67,8743.23,8743.23,AUD,CX,8/2/2022,6,CU
2482265957,276925.73,8062.55,8062.55,AUD,TV,7/11/2020,6,HL
2942187672,748395.11,6895.01,6895.01,AUD,CX,9/11/2022,4,OD
2621469150,360283.17,6631.64,6631.64,AUD,KI,3/19/2020,6,VL
7253532492,746800.1,6344.69,6344.69,AUD,NF,12/29/2020,6,HL
6945456881,904420.33,6033.56,6033.56,AUD,CX,7/21/2020,5,SB
7439761277,374395.37,7112.55,7112.55,AUD,HM,11/8/2020,7,VL
3289633361,512497.59,7056.76,7056.76,AUD,CX,1/11/2022,4,CU
5544384316,361203.53,8994.71,8994.71,AUD,KI,9/4/2020,7,CU
6453269973,617701.82,8908.93,8908.93,AUD,NR,4/23/2021,7,CU
2481598114,901722.78,7146,7146,AUD,NF,1/11/2022,7,CU
3166455409,182458.93,8791.86,8791.86,AUD,TV,7/30/2022,8,CU
5230181986,446977.94,7511.46,7511.46,AUD,KI,3/27/2022,4,HL
4578064001,347760.52,5972.9,5972.9,AUD,NF,5/21/2020,5,CU
4660595880,427425.14,7489.33,7489.33,AUD,AU,8/16/2020,4,HL
7656536896,455839.51,9248.94,9248.94,AUD,TV,11/1/2021,6,CU
5765942922,457930.2,8607.3,8607.3,AUD,TV,8/8/2020,4,SB
7799055602,739527.62,7683.6,7683.6,AUD,TV,3/30/2020,6,OD
5778262427,297533.89,6804.78,6804.78,AUD,NR,11/3/2020,6,OD
2659080485,667430.14,8548.07,8548.07,AUD,HM,7/13/2020,4,HL
6179062729,867571.55,7310.14,7310.14,AUD,AU,11/24/2021,6,SB
9189377933,322146,8299.11,8299.11,AUD,AU,7/29/2022,8,HL
4204057687,442097.59,9162.4,9162.4,AUD,CC,11/28/2020,5,OD
7319792866,860620.4,7855.74,7855.74,AUD,CC,7/17/2021,8,HL
5105922137,743733.71,8562.05,8562.05,AUD,NF,2/29/2020,5,HL
8804119749,519315.07,6505.95,6505.95,AUD,CX,7/27/2022,4,CU
3537160204,199114.36,8711.39,8711.39,AUD,TV,5/5/2020,7,SB
5158746580,929016.77,7533.63,7533.63,AUD,TV,7/21/2022,8,OD
4391078323,140669.06,7708.48,7708.48,AUD,NR,10/4/2020,8,OD
7199241190,546771.17,8890.09,8890.09,AUD,NR,12/13/2020,6,HL
7886540070,632733.48,8580.38,8580.38,AUD,HM,9/27/2020,6,CU
8205561482,762818.47,6917.22,6917.22,AUD,HM,1/2/2021,7,OD
4677788979,150722.43,7948.97,7948.97,AUD,AU,3/6/2020,7,VL
6487367959,857838.49,5864.15,5864.15,AUD,CX,2/19/2021,5,OD
4068692926,355964.53,8091.62,8091.62,AUD,NR,10/6/2021,7,HL
4316705737,546478.81,6942.23,6942.23,AUD,NF,5/12/2021,5,CU
2781210680,627253.83,6571.23,6571.23,AUD,HM,10/20/2021,7,CU
3730197338,142517.86,7361.67,7361.67,AUD,NR,8/20/2020,7,SB
2743332919,810088.14,6607.08,6607.08,AUD,HM,8/15/2021,5,SB
2674687966,792584.56,8023.54,8023.54,AUD,NR,5/4/2020,4,HL
8909275625,557531.53,7686.16,7686.16,AUD,HM,1/4/2021,8,CU
2839397373,476248.26,7603.79,7603.79,AUD,CX,12/28/2020,5,CU
2900485882,564411.93,7918.21,7918.21,AUD,KI,12/9/2021,8,HL
8957945721,515751.34,7467.75,7467.75,AUD,NR,9/12/2021,6,HL
7592620411,366567.06,8468.16,8468.16,AUD,AU,8/15/2020,4,CU
3113925904,133117.71,8377.73,8377.73,AUD,HM,4/1/2021,7,HL
5841778252,556430.6,8816.9,8816.9,AUD,CC,11/21/2020,5,HL
5405377749,787523.41,7778.26,7778.26,AUD,CC,6/5/2020,7,CU
5817370620,499675.8,6545.19,6545.19,AUD,HM,3/27/2020,4,HL
5779357079,141956.09,7604.05,7604.05,AUD,NF,3/28/2020,6,VL
2421153098,826999.44,6755.29,6755.29,AUD,TV,4/17/2022,4,CU
3141510480,944502.58,5782,5782,AUD,HM,6/6/2020,6,CU
4911324692,537021.19,8722.56,8722.56,AUD,TV,5/8/2022,5,HL
4068632952,948673.96,9068.28,9068.28,AUD,NF,4/16/2022,5,HL
7870210607,785203.64,8862.02,8862.02,AUD,NF,8/20/2022,5,HL
5084823827,547736.93,6642.4,6642.4,AUD,HM,4/16/2022,6,SB
6123784927,264804.18,6519.93,6519.93,AUD,HM,6/17/2020,8,HL
9367859490,124295.67,6913.29,6913.29,AUD,CX,9/9/2021,6,OD
8098574135,371091.75,8680.76,8680.76,AUD,NR,8/31/2020,7,CU
6691353904,511720.46,8619.45,8619.45,AUD,AU,3/4/2020,4,OD
4924140425,885006,9079.69,9079.69,AUD,TV,7/23/2021,6,CU
2576511668,338098.12,9095.46,9095.46,AUD,KI,10/28/2021,7,SB
7484520860,482631.65,5835.03,5835.03,AUD,CX,9/17/2021,8,CU
4148286172,678822.04,8874.47,8874.47,AUD,CC,8/27/2021,7,VL
5217865894,644763.65,6463.83,6463.83,AUD,AU,2/1/2021,6,OD
4071879152,704157.25,7134.62,7134.62,AUD,NR,9/1/2020,4,SB
2429862676,435776.13,6432.87,6432.87,AUD,HM,8/22/2021,7,OD
7213616463,915511.24,8794.71,8794.71,AUD,CX,8/9/2020,7,SB
8165538513,871358.79,7870.06,7870.06,AUD,HM,11/10/2021,5,VL
2320389104,875134.97,6119.36,6119.36,AUD,TV,11/10/2020,7,CU
7580069450,767372.66,7113.01,7113.01,AUD,TV,6/17/2021,4,HL
7825971370,923442.6,8443.43,8443.43,AUD,TV,8/17/2022,4,CU
5451210439,915666.21,7670.8,7670.8,AUD,TV,3/16/2021,7,OD
4792483429,785565.1,9098.67,9098.67,AUD,NF,4/5/2021,8,CU
5909582722,253230.81,7888.19,7888.19,AUD,AU,2/24/2020,7,VL
5505791069,431302.03,6161.88,6161.88,AUD,NF,6/11/2020,8,SB
7984762698,762537.24,6898.42,6898.42,AUD,NF,6/25/2022,8,OD
2437946010,720714.61,7394.25,7394.25,AUD,TV,8/26/2021,6,HL
3793084111,869080.29,8670.49,8670.49,AUD,NF,11/21/2020,6,OD
7272612814,366190.81,8675.94,8675.94,AUD,TV,5/15/2021,4,SB
8214246091,486392.37,7402.72,7402.72,AUD,CX,6/25/2022,6,HL
4397496861,254839.2,9045.09,9045.09,AUD,KI,10/14/2022,4,HL
8833542805,120024.61,7481.33,7481.33,AUD,CX,4/16/2020,6,VL
7761514763,586881.07,8797.07,8797.07,AUD,AU,9/29/2020,5,HL
2705560563,759871.85,6580.9,6580.9,AUD,AU,5/4/2021,5,CU
8512966009,462696.61,7911.07,7911.07,AUD,NF,12/10/2020,8,VL
5463642799,118241.23,7178.34,7178.34,AUD,HM,1/23/2022,6,HL
7594013436,744606.45,9196.35,9196.35,AUD,KI,9/7/2022,5,OD
8695176385,803117.24,7667.84,7667.84,AUD,CX,9/21/2020,7,SB
2445722731,744704.96,8450.61,8450.61,AUD,AU,2/11/2021,4,VL
4254718374,465167.64,8330.22,8330.22,AUD,KI,11/17/2020,6,OD
4594119955,351344.34,9105.49,9105.49,AUD,NR,1/3/2021,4,HL
3553056386,189061.46,8091.09,8091.09,AUD,AU,11/6/2021,6,HL
4235154493,673406.7,6237.26,6237.26,AUD,KI,8/19/2021,4,SB
7627552360,673264.31,6155.82,6155.82,AUD,CX,8/19/2022,8,OD
9118526034,332222.18,6454.23,6454.23,AUD,TV,7/4/2022,6,VL
8773960052,332712.62,7473.11,7473.11,AUD,CX,5/13/2021,8,VL
9152805078,151834.99,5780.97,5780.97,AUD,AU,5/22/2022,7,OD
4393023287,173503.3,9154.09,9154.09,AUD,HM,3/1/2022,8,HL
4327150822,448130.99,8702.98,8702.98,AUD,AU,4/20/2022,6,OD
2656011860,450267.68,8163.46,8163.46,AUD,NF,5/20/2022,4,OD
4108011927,701264.12,7373.73,7373.73,AUD,TV,8/30/2022,7,HL
6898497089,875498.4,8331.97,8331.97,AUD,AU,3/13/2020,6,CU
8054774223,437699.14,7026.97,7026.97,AUD,NF,5/17/2022,4,CU
3480152515,258081.03,7349.66,7349.66,AUD,KI,1/3/2021,5,CU
4590990020,916491.82,9139.68,9139.68,AUD,NF,8/1/2021,5,OD
6122283944,666190.51,6936.31,6936.31,AUD,CX,12/12/2020,7,CU
3981917976,608150.91,6313.57,6313.57,AUD,KI,2/20/2021,5,HL
6823814655,347086.4,7739.63,7739.63,AUD,NR,5/9/2020,6,OD
3508592877,263358.72,5930.03,5930.03,AUD,KI,10/19/2021,8,SB
3363375350,498122.17,8137.62,8137.62,AUD,NR,2/28/2020,7,OD
3728655599,206474.22,9195.01,9195.01,AUD,NF,10/19/2020,5,HL
3143837826,303325.34,7424.91,7424.91,AUD,NR,6/7/2022,7,CU
6745933430,726902.88,7602.34,7602.34,AUD,NF,9/29/2020,6,SB
7529390060,872401.05,9038.59,9038.59,AUD,CX,2/27/2020,6,VL
5969064996,162148.91,8521.08,8521.08,AUD,HM,9/9/2022,8,VL
7012388926,234027.76,8745.23,8745.23,AUD,HM,3/24/2021,7,VL
4354744498,161643.73,5920.37,5920.37,AUD,CX,6/19/2020,6,CU
5311759064,127842.89,5944.2,5944.2,AUD,CC,6/28/2020,5,OD
8337196620,929354.4,7596.53,7596.53,AUD,KI,3/30/2020,7,CU
6232561869,350303.38,9102.78,9102.78,AUD,HM,5/15/2021,8,CU
8563608639,434951.02,8246.36,8246.36,AUD,KI,10/19/2020,8,CU
5546606497,251912.48,8424.3,8424.3,AUD,HM,9/12/2022,5,HL
9060331723,660108.26,8532.36,8532.36,AUD,NR,9/5/2021,6,SB
5722392991,634670.26,8783.29,8783.29,AUD,CC,8/11/2021,5,SB
5596815255,321555.39,9226.96,9226.96,AUD,NF,6/2/2022,8,OD
3145412150,303975.03,8004.64,8004.64,AUD,TV,9/14/2022,8,CU
6179568803,506208.14,6226.44,6226.44,AUD,CC,4/20/2022,5,VL
5806170023,866137.75,8684.35,8684.35,AUD,NF,12/12/2021,6,HL
4262940200,515279.01,6941.34,6941.34,AUD,CC,4/12/2022,8,HL
8697937262,383914.21,7086.17,7086.17,AUD,KI,8/19/2022,6,HL
3763960862,98589.62,7843.7,7843.7,AUD,NF,5/12/2022,8,HL
9257820674,315889.87,6541.98,6541.98,AUD,AU,12/5/2020,4,OD
4110830627,692252.71,8496.07,8496.07,AUD,KI,12/7/2021,6,CU
6392397545,115121.83,7655.77,7655.77,AUD,NF,1/30/2021,4,VL
3433881031,206229.89,8879.96,8879.96,AUD,NF,8/27/2020,8,VL
7244645741,826202.74,5917.37,5917.37,AUD,KI,11/7/2020,6,VL
5603984253,385690.46,8014.12,8014.12,AUD,HM,4/10/2022,8,VL
5213122330,513988.45,6971.33,6971.33,AUD,TV,10/26/2022,7,VL
6598698728,498672.39,8100.75,8100.75,AUD,CC,5/23/2021,5,OD
5351562204,667291.43,7571.74,7571.74,AUD,TV,2/10/2021,6,OD
3363268986,875677.89,5812.6,5812.6,AUD,NF,10/26/2022,5,SB
3917262181,837439.3,5902.41,5902.41,AUD,HM,10/13/2020,8,OD
4161490404,338531.61,8054.38,8054.38,AUD,KI,4/28/2020,8,HL
5481906423,598461.57,6892.2,6892.2,AUD,KI,10/23/2020,4,OD
3851360263,255707.28,6554.92,6554.92,AUD,KI,5/20/2021,5,SB
5602479742,770644.63,9078.73,9078.73,AUD,NF,4/13/2022,7,VL
8374603362,95022.87,8187.84,8187.84,AUD,NF,11/2/2020,8,OD
5434596407,504630.36,7095.74,7095.74,AUD,NR,12/19/2021,6,CU
9257912482,408352.52,7338.07,7338.07,AUD,TV,2/22/2021,7,HL
5739343734,506296.81,7453.58,7453.58,AUD,NF,10/6/2020,7,SB
3565965045,196352.57,8356.28,8356.28,AUD,AU,1/7/2021,4,SB
4005572675,695248.82,7107.52,7107.52,AUD,HM,12/22/2020,7,VL
3183860223,196309.72,6988.99,6988.99,AUD,CC,6/7/2021,8,CU
6034981525,462297.34,8071.81,8071.81,AUD,KI,11/10/2021,5,OD
3777996606,348368.57,8065.08,8065.08,AUD,NR,8/19/2022,8,CU
3832845681,253300.18,8838.03,8838.03,AUD,CX,5/25/2020,6,SB
3671510920,127149.72,7335.64,7335.64,AUD,KI,2/4/2021,4,SB
5488347920,724118.06,7826.83,7826.83,AUD,NR,2/24/2022,8,SB
5368647103,757764.54,8242.82,8242.82,AUD,CX,9/6/2020,7,SB
6632842327,292724.94,7777.02,7777.02,AUD,HM,9/3/2020,5,VL
5100322951,870129.51,7817.37,7817.37,AUD,NR,8/30/2020,6,OD
2461026790,630066.16,8438.23,8438.23,AUD,NF,3/24/2020,4,HL
7094786530,946374.33,9174.64,9174.64,AUD,CX,5/23/2020,6,VL
3671384733,904507.73,8880.19,8880.19,AUD,NF,10/22/2022,8,OD
3219370012,414931.62,6025.54,6025.54,AUD,CC,1/16/2022,7,VL
7055469930,175596.4,7703.85,7703.85,AUD,HM,1/28/2021,4,HL
8971576676,883672.34,6233.34,6233.34,AUD,CX,10/7/2021,7,HL
7448124535,181852.59,7905.52,7905.52,AUD,KI,7/4/2021,6,HL
8531656676,489466.99,6173.79,6173.79,AUD,CC,7/15/2022,6,CU
3150237959,618284.47,6950.79,6950.79,AUD,CX,3/30/2022,7,HL
5165849877,555137.87,8634.78,8634.78,AUD,CC,9/18/2020,6,OD
2942787117,333032.39,7175.21,7175.21,AUD,AU,3/20/2020,7,CU
8329366864,522374.45,7716.01,7716.01,AUD,HM,9/5/2022,7,CU
2597454704,669890.9,7883.62,7883.62,AUD,NR,3/20/2020,5,OD
8533518850,527112.44,7088.83,7088.83,AUD,HM,6/12/2021,4,OD
6370890246,919060.77,7177.53,7177.53,AUD,HM,3/17/2021,5,VL
2798268664,96574.76,7564.86,7564.86,AUD,NF,8/8/2022,4,VL
5398942114,396526.7,9011.63,9011.63,AUD,KI,10/18/2020,5,OD
7926702276,566318.75,9070.47,9070.47,AUD,NF,3/24/2022,6,SB
8813919772,270221.76,8671.9,8671.9,AUD,TV,8/12/2020,7,HL
8167122859,609923.01,7120.4,7120.4,AUD,CC,7/19/2020,8,CU
6735427748,339059.85,6467.11,6467.11,AUD,KI,4/6/2022,7,CU
2729985985,688316.97,6892.37,6892.37,AUD,CC,1/12/2022,4,OD
8521080176,403915.64,6708.42,6708.42,AUD,CC,4/23/2022,4,VL
3552774992,657937.59,6095.09,6095.09,AUD,NF,11/11/2020,5,OD
3898780536,435286.66,5810.25,5810.25,AUD,CX,7/11/2022,6,VL
7344141841,554905.36,7302.72,7302.72,AUD,NR,8/30/2021,6,OD
3174187336,866349.52,7931.33,7931.33,AUD,TV,4/30/2020,7,CU
4678723483,215236.9,7738.53,7738.53,AUD,AU,12/24/2021,4,OD
2528844512,402686.48,7779.66,7779.66,AUD,NR,6/16/2020,7,CU
6175673601,472353.44,8578.77,8578.77,AUD,HM,12/24/2021,5,OD
3911402852,564818.37,8185.95,8185.95,AUD,HM,2/21/2021,8,OD
3684937310,840140.35,8196.11,8196.11,AUD,CX,3/12/2021,5,CU
5912533310,127609.84,6040.74,6040.74,AUD,AU,4/9/2021,5,HL
9275545956,513703.94,6146.2,6146.2,AUD,TV,1/12/2022,6,OD
7838725644,212832.41,7225.99,7225.99,AUD,NR,10/18/2022,5,OD
3285995741,461889.61,7739.22,7739.22,AUD,NF,1/17/2022,8,HL
4923446770,149350.96,7770.87,7770.87,AUD,CX,7/17/2020,7,CU
8633363481,654742.18,7560.96,7560.96,AUD,KI,11/11/2020,7,OD
3865382641,652093.44,9151.68,9151.68,AUD,KI,1/21/2021,8,OD
2876475431,917902.82,5935.07,5935.07,AUD,AU,5/19/2021,5,CU
6286992704,123672.24,9191.28,9191.28,AUD,KI,7/23/2021,6,OD
6119191617,879322.65,7140.33,7140.33,AUD,CX,11/22/2020,4,CU
4845113241,602919.43,8748.79,8748.79,AUD,CX,6/5/2022,8,HL
4521010890,839804.39,7014.19,7014.19,AUD,KI,12/6/2021,8,VL
2312739453,676846.53,6397.93,6397.93,AUD,KI,12/28/2021,6,OD
9359087946,746656.98,8287.61,8287.61,AUD,HM,8/13/2020,7,VL
9102183161,797808.42,8088.23,8088.23,AUD,KI,6/14/2021,8,SB
3263462772,161120.64,8610.12,8610.12,AUD,CX,11/10/2021,6,CU
2322750467,308350.46,7677.87,7677.87,AUD,KI,11/29/2021,4,OD
7244528859,724397.84,7055.74,7055.74,AUD,CC,10/27/2021,5,HL
3412166205,196564.04,6906.04,6906.04,AUD,NF,1/3/2022,8,SB
8834647834,624426.92,9007.69,9007.69,AUD,CX,6/21/2021,4,OD
2412151736,909029.77,6641.89,6641.89,AUD,TV,6/14/2022,4,CU
7435469036,689443.66,8560.33,8560.33,AUD,NF,12/29/2020,8,VL
7923402945,422671.85,6014.41,6014.41,AUD,TV,3/18/2021,8,VL
2918119963,580865.27,7993.19,7993.19,AUD,NF,9/14/2022,4,VL
2326806646,653862.86,7570.75,7570.75,AUD,CC,12/2/2020,4,OD
4249769044,899601.76,8530.84,8530.84,AUD,NR,7/25/2022,4,CU
8733408092,674262.15,8293.54,8293.54,AUD,NF,10/12/2021,7,CU
6869723098,580772.06,7175.32,7175.32,AUD,CX,6/17/2020,6,SB
4564138644,614781,6762.45,6762.45,AUD,CC,5/21/2020,4,VL
3120945553,925132.15,7042.97,7042.97,AUD,KI,3/31/2021,8,VL
6808754618,354420.77,8331.25,8331.25,AUD,NF,11/12/2021,7,HL
8374297371,472919.36,6084.04,6084.04,AUD,KI,1/7/2022,5,OD
5521495074,105724.41,5963.12,5963.12,AUD,NF,9/7/2021,6,CU
6195681643,172945.29,6765.67,6765.67,AUD,AU,5/9/2020,7,OD
2890074742,615370.36,6845.88,6845.88,AUD,NR,4/5/2020,8,CU
